words,translated_words
curtis,curtis
curve,melengkung
cuss,menyumpahi
cust,adat
custom,kebiasaan
customable,dapat disesuaikan
customer,pelanggan
customers,pelanggan
customize,menyesuaikan
customized,disesuaikan
cut,memotong
cute,imut-imut
cuti,potong
cutoff,memotong
cuy,cuy
cuz,karena
cv,CV
cw,cw
cwe,cwe
cwek,wkwk
cy,cy
cyajyanye,cyajyanye
cyangwa,cyangwa
cyareze,cyareze
cyber,dunia maya
cyberbullying,perundungan siber
cybercrime,kejahatan dunia maya
cyberdsa,cyberdsa
cyberdyne,cyberdyne
cyberpunk,cyberpunk
cybersec,dunia maya
cybersecurity,keamanan cyber
cyberwar,perang dunia maya
cyborg,cyborg
cycle,siklus
cyibishinja,cyibishinja
cyo,cyo
cytro,sitro
cz,cz
da,ya
daai,daai
daala,daala
daas,daas
dad,ayah
dada,dada
dadah,dadah
dadakan,dadakan
dadanghermawan,dadanghermawan
daddy,ayah
dadka,ayah
dae,kerusakan
daebak,daebak
daerah,daerah
dafatar,datatar
daftar,daftar
daftarkan,daftarkan
daftarlah,daftarlah
daga,daga
dagang,dagang
dagangnews,dagangnews
daging,daging
dagniou,dagniou
dah,dah
dahar,dahar
dahh,dahh
dahla,dahla
dahlah,dahlah
dahlan,dahlan
dahsyat,dahsyat
dahsyatnya,dahsyatnya
dahulu,sebelumnya
dai,hari
dailees,harian
daily,sehari-hari
dajjal,dajjal
dakika,dakika
dakota,dakota
daks,daks
dakwaannya,dakwaannya
dakwah,dakwah
dalam,dalam
dalami,dalami
dalamnya,di dalamnya
dalang,dalang
dalem,dalem
dali,dali
dalih,daalih
dalil,dalil
dall,sayang
dalle,lembah
dalm,sialan
dam,bendungan
damage,kerusakan
damai,damai
dami,sialan
daming,merusak
damkar,damkar
damn,berengsek
damned,terkutuk
dampai,Dampai
dampak,dampak
dampaknya,dampaknya
dan,dan
dana,dana
danai,danai
danana,danana
dananya,dananya
danaudio,danaudio
dance,menari
dancing,tarian
dandanies,dandanies
dangandu,dangandu
dangda,dangda
danger,bahaya
dangerous,berbahaya
daniel,daniel
danopenai,dan open ai
dap,ya
dapat,dapat
dapati,dapati
dapatkah,dapatkah
dapatkan,dapatkan
dapet,dapet
dapetin,dapetin
dapetnya,dapetnya
dapilnya,dapilnya
dapp,dapp
dapps,dapps
dapunta,dapunta
dar,sayang
dara,sayang
darah,darah
dari,dari
dariartificial,artificial
dariharvardmenemukan,dariharvardmenemukan
darimana,darimana
darimane,darimane
darimu,darimu
daring,berani
dario,dario
daripada,daripada
daripadanya,daripadanya
daripadateks,bukan teks
daripda,daripda
darit,darit
darjat,darjat
dark,gelap
darknet,jaringan gelap
darma,Darma
darmaningtyas,Darmaningtyas
darmawan,Darmawan
darso,darso
dart,anak panah
darurat,darurat
darussan,Darussan
das,da
dasar,dasar
dasarnya,pada dasarnya
dashboard,dasbor
dassault,serangan
dasturlari,dasturlari
dasyat,dasyat
daszak,dazak
dat,itu
data,data
database,basis data
databricks,databricks
datakrasi,datakrasi
datam,datam
datang,datang
datangkan,datangkan
datanya,datanya
dataraya,dataraya
dataset,Himpunan data
datasetnya,datasetnya
datastax,datastax
date,tanggal
dateng,kencan
dating,penanggalan
datipada,datapada
dato,data
datuk,datuk
dauki,dauki
daun,daun
daunnya,daunnya
daur,daur ulang
dausen,dausen
david,david
davinci,da Vinci
davos,davos
davyn,davyn
dawa,dawa
daxmazalarni,daxmazalarni
daxshat,daxshat
day,hari
daya,daya
dayang,dayang
dayanya,dayanya
dayasa,dayasa
days,hari
daysay,hari mengatakan
dayu,dayu
dbc,dbc
dbkin,dbkin
dbuatkan,dbuatkan
dc,dc
dcd,DCD
dcgan,dcgan
ddb,ddb
ddr,dar
de,de
deact,mati
dead,mati
deadend,jalan buntu
deadline,tenggat waktu
deadlinenya,tenggat waktunya
deaf,tuli
deal,kesepakatan
dear,Sayang
death,kematian
deb,deb
debar,menghalangi
debat,perdebatan
debate,perdebatan
debater,pendebat
debatin,berdebat
debatnya,perdebatannya
debest,terbaik
debugging,melakukan debug
debut,debut
debutin,debut
debutnya,debutnya
debuts,debut
december,Desember
decentralization,desentralisasi
decentralized,terdesentralisasi
decepticon,penipu
decision,keputusan
deck,Kartu
decodernya,decodernya
decoding,penguraian kode
decryptor,dekripsi
dedah,dedah
dede,dede
dedikasi,dedikasi
dedikasinya,dedikasinya
dedungi,dedungi
deep,dalam
deepak,Deepak
deepbrain,otak dalam
deepface,wajah dalam
deepfake,deepfake
deepfakes,deepfake
deepl,mendalam
deepmind,pikiran mendalam
deepnude,telanjang bulat
deepstrike,serangan dalam
deepsukebe,deepsukebe
deepvoice,suara dalam
deepware,perangkat dalam
defamation,fitnah
default,bawaan
defence,pertahanan
defend,membela
defender,pembela
defens,pertahanan
defense,pertahanan
defensenya,pertahanannya
defensif,defensif
defferent,berbeda
deffusion,defusi
defi,defi
definetely,pastinya
definisi,resolusi
definisinya,definisinya
definitely,tentu saja
definus,pasti
deg,derajat
degaf,degaf
degan,degan
degas,menghilangkan gas
degradasi,degradasi
degree,derajat
deh,deh
deha,haha
dehh,dehh
dehumanisasi,dehumanisasi
deja,deja
dek,dek
deka,deka
dekade,dekadensi
dekan,dekan
dekat,dekat
deket,deket
dekh,deh
dekha,dekha
dekhaye,dekhaye
dekhna,dekhna
dekhne,dekhne
dekhta,dekhta
dekil,dekil
deklarasi,deklarasi
deknen,deknen
dekorasi,dekorasi
dekriminalisasi,dekriminalisasi
del,del
delapan,delapan
delay,menunda
delaynya,penundaannya
delegasi,delegasi
delet,hapus
deleuze,deleuze
delhi,delhi
delhincr,delhincr
deliver,mengantarkan
deliveree,penerima pesan
delivering,menyampaikan
delivery,pengiriman
dell,Dell
delok,delok
deltanpopo,deltanpopo
deltapork,babi delta
delulu,delulu
delusinya,delusinya
dem,demo
demage,kerusakan
demam,demam
demand,tuntutan
demandnya,permintaannya
deme,deme
demen,demen
demennya,demennya
demi,demi
demiapapun,demiapapun
demii,demii
demikian,demikian
demis,demi
demit,demit
demo,demo
democratic,demokratis
democrats,demokrat
democs,demokrasi
demografi,demografi
demokrasi,demokrasi
demokrat,demokrat
demokratis,demokratis
demon,setan
demonstran,demonstrasi
den,sarang
dena,dena
denda,baiklah
dendam,balas dendam
dendang,dendang
denemeleri,denemeleri
deng,deng
dengaan,dengaan
dengan,dengan
denganai,denganai
dengancrowdsource,dengancrowdsource
dengangoogle,dengangoogle
dengannya,di sana
dengar,dengar
dengarkan,dengarkan
denge,denge
denger,denger
dengerin,dengerin
denial,penyangkalan
denmark,Denmark
dennis,Dennis
denny,denny
denoise,mencela
denpasar,denpasar
densepose,pose padat
densu,densu
deny,membantah
denzel,denzel
deo,deo
depa,depa
depan,depan
depannya,sebelumnya
depantetap,depantetap
departemen,departemen
department,departemen
depe,depe
dependencies,ketergantungan
dependent,bergantung
depends,bergantung
depfake,depfake
depiction,penggambaran
depin,depin
deployment,penyebaran
depop,depop
depp,depp
depresi,depresi
deputi,deputi
der,der
derajat,derajat
deras,deras
derek,derek
deretan,berturut-turut
deria,deria
derita,derita
derivatif,turunan
derp,derp
derpdex,derpdex
desa,desa
desain,desain
desainer,desainer
desainnya,desainnya
desak,desak
desakan,desakan
desember,desember
desentralisasi,desentralisasi
desert,gurun
deserve,layak
deserved,pantas
design,desain
designed,dirancang
designer,perancang
designnya,desainnya
desk,meja
desknya,mejanya
deskripsi,deskripsi
deskripsiin,deskripsiin
deskriptif,deskriptif
desktop,Desktop
dessy,dessy
destevano,destevano
destinasi,destinasi
destination,tujuan
destroyed,hancur
destruction,penghancuran
destruktif,destruktif
desu,desu
det,det
deta,deta
detail,detail
detailed,terperinci
detailing,merinci
detailnya,detailnya
details,detail
detco,detco
detect,mendeteksi
detectable,dapat dideteksi
detection,deteksi
detector,detektor
deteksi,deteksi
detektif,detektif
detektor,detektor
detektornya,detektornya
deterministik,deterministik
detik,detik
detikcom,detikcom
detikers,detikers
detiknews,detik News
detilnya,detailnya
detox,detoks
deugeur,deugeur
deuih,deuih
deus,deus
deutsche,Jerman
dev,dev
develop,mengembangkan
developed,dikembangkan
developer,pengembang
developernya,developernya
developers,pengembang
developing,mengembangkan
developmen,pengembangan
development,perkembangan
device,perangkat
devin,devin
devops,devops
devs,devs
devsnya,devsnya
dewa,dewa
dewan,dewan
dewasa,dewasa
dewe,embun
dewi,dewi
dexe,dex
dey,dey
df,df
dfad,dfad
dfess,mengaku
dfm,dfm
dg,dg
dgan,dgan
dgm,dgm
dgn,dengan
dgr,dgr
dgrnya,dgrnya
dh,dh
dhaa,dhaa
dhaane,dhaane
dhabi,dhabi
dhacayaa,dhacayaa
dhaggara,dhaggara
dhalinyaro,dalinyaro
dhan,dandan
dhana,dhana
dhangandah,dhangandah
dhani,Dhani
dhaniki,dhaniki
dhanka,minum
dhanvaru,dhanvaru
dharmasaputra,dharmaputra
dharunanga,dharunanga
dhashuga,dhashuga
dhathurutah,dhathurutah
dhaulai,Dhaulai
dheefin,dheefin
dheegen,dheegen
dhehkifa,dhehkifa
dhekeh,dhekeh
dheneh,dheneh
dhexeeyo,dhexeeyo
dheyn,dheyn
dheyshey,dheyshey
dhidi,dhidi
dhima,dhima
dhin,din
dhinaca,dhinaca
dhirun,dhirun
dhl,DHL
dhlah,dhlah
dho,doh
dhogaa,dhogaa
dhogu,dhogu
dhola,Dhola
dholangu,dholangu
dhookohlanee,dhooohlanee
dhookuranee,dhookuranee
dhw,dhw
di,di
dia,dia
diabaikan,diabaikan
diabetes,diabetes
diacak,diacak
diacungi,diacungi
diadakan,diadakan
diadaptasikan,disesuaikankan
diadopsi,masuk
diadu,diadu
diadukan,diadukan
diadun,diadun
diagih,diagih
diagnosa,diagnosa
diagnosis,diagnosa
diagnosisnya,diagnosisnya
diagnostic,diagnostik
diagnostics,diagnostik
diagnostik,diagnostik
diagram,diagram
diajak,diajak
diajar,diajar
diajarin,diajarin
diajarkan,mengajar
diajukan,seperti itu
diakalin,diakalin
diakses,diakses
diaktifkan,diaktifkan
diakui,diakui
diakuin,diakui
diakuinya,diakuinya
diakun,diakun
diakusisi,diakusisi
dialah,dialah
dialami,dialami
dialaminya,dialaminya
dialek,dialek
dialog,dialog
dialogue,dialog
dialogues,dialog
diam,diam
diambil,diambil
diamnya,diamnya
diamond,berlian
dian,dian
dianalisa,dianalisa
dianalisis,dijelaskan
diancam,diancam
dianggap,dianggap
dianggarkan,dianggarkan
dianggep,dianggep
dianggurin,dianggurin
diangkat,diangkat
dianjurkan,diinginkan
diantara,diantara
diantaranya,mereka
diantep,diantep
dianter,dianter
diantisipasi,diantisipasi
dianya,dianya
diaorang,diaorang
diaorg,diaorg
diapa,diapa
diapit,diapit
diaplikasikan,diterapkan
diapresiasi,diapresiasi
diapung,diapung
diar,buku harian
diarahin,diarahin
diarahkan,diarahkan
diarsiteki,diarsiteki
diarto,diarto
diary,buku harian
diasah,diasah
diasaskan,diasaskan
diaspora,diaspora
diatas,diatas
diatasi,diatasi
diatur,diatur
diaudit,diaudit
diawal,diawal
diawali,diawali
diawasi,tampil
dibabat,dibabat
dibaca,dibaca
dibacok,dibacok
dibagi,dibagi
dibagikan,ditayangkan
dibahagikan,dibahagikan
dibahas,dibahas
dibajak,dibajak
dibakar,dibakar
dibales,dibales
dibalik,dibalik
dibalikin,dibalikin
dibaliknya,dibaliknya
dibanding,dibandingkan
dibandingin,dibandingin
dibandingkan,dibandingkan
dibanggain,dibanggain
dibanggakan,dibanggakan
dibangkitkan,dibangkitkan
dibangun,dibangun
dibangunkan,dibangunkan
dibanjiri,dibanjiri
dibantu,dibantu
dibarengi,dibarengi
dibatalkan,dibatalkan
dibatasi,dibatasi
dibatasin,dibatasin
dibawa,dibawa
dibawah,dibawah
dibawahnya,dibawahnya
dibayang,dibayang-bayangi
dibayangi,dibayangi
dibayangkan,bayangkan
dibayar,dibayar
dibeda,berbeda
dibedah,dibedah
dibedain,dibedain
dibedainnya,dibedainnya
dibedakan,berbeda
dibekali,dibekali
dibela,dibela
dibelakang,dibelakang
dibeli,dibeli
dibenahi,dibenahi
dibenarkan,diperbolehkan
dibenci,dibenci
dibendung,dibendung
dibentuk,terbentuk
dibenturkan,dibenturkan
diberantas,diberantas
diberbagai,diberbagai macam
diberdayakan,diberdayakan
diberesin,diberesin
diberhentikan,dihentikan
diberi,diberi
diberikan,diberikan
diberitahu,diberitahu
diberkahi,diberkahi
diberlakukan,berlaku
dibersihkan,dibersihkan
dibesut,dibesut
dibiarin,dibiarin
dibiarkan,dibiarkan
dibiasakan,dibiasakan
dibiayai,dibiayai
dibicarakan,berbicara
dibicarakannya,dibicarakannya
dibidang,dibidang
dibidik,dibidik
dibikin,dibikin
dibikinin,dibikinin
dibikinnya,dibikinnya
dibilang,Boleh
dibilangin,Dibilangin
dibilangnya,Boleh dibilangnya
dibina,dibina
dibincang,berdiskusi
dibincangkan,dibincangkan
dibintangi,dibintangi
diblg,diblg
diblokir,diblokir
diblur,kabur
dibocorin,dibocorin
dibohongi,dibohongi
dibohongin,dibohongin
dibola,dibola
dibolehkan,dibolehkan
dibom,dibom
dibuat,dibuat
dibuatin,dibuatin
dibuatkan,dibuatkan
dibuatnya,dibuatnya
dibudidayakan,dibudidayakan
dibugilin,dibugilin
dibuild,dibuild
dibuja,dibuja
dibuka,dibuka
dibuktikan,dibuktikan
dibuli,dibuli
dibunuh,dibunuh
diburu,diburu
dibutuhin,dibutuhin
dibutuhkan,dibutuhkan
dicabut,dicabut
dicadangkan,dicadangkan
dicalonkan,dicalonkan
dicampur,dicampur
dicanang,dicanang
dicanangkan,dicanangkan
dicantas,dicantas
dicantumkan,dicantumkan
dicap,dicap
dicapai,dicapai
dicari,dicari
dicarry,dicarry
dicas,dicas
dicatat,dicatat
dice,dadu
dicegah,dicegah
dicek,dadu
dicekoki,dicekoki
dicelotehin,dicelotehin
dicemaskan,dicemaskan
dicensor,disensor
dicerdaskan,dicerdaskan
dicermati,dicermati
dicerna,dicerna
dicheck,dicek
diciptain,disiplin
diciptakan,diciptakan
dicita,dicita
dicoba,dicoba
dicolong,dikolong
dicomot,dicomot
dicontek,dikontek
dicopot,dikopot
dicopy,dikopi
dicopyright,dicopyright
dicover,menemukan
dictionary,kamus
dicuankan,dicuankan
dicuba,dikuba
diculik,diculik
dicuri,dicuri
dicurigai,dugaan
did,telah melakukan
didaftarkan,didaftarkan
didakwa,didakwa
didalam,di dalam
didalami,di dalami
didalamnya,didalamnya
didalemnya,didalemnya
didambakan,didambakan
didampingin,didampingin
didanai,Pembiayaan
didapat,didapat
didapati,didapati
didapatkan,diperoleh
didasari,didasari
didasarin,didasarin
didasarkan,didasarkan
didatengin,didatengin
didaur,didaur
diddee,diddee
didebat,didbat
didedahkan,didedahkan
didedikasikan,dipersembahkan
didefinisikan,didefinisikan
didemoin,didemonin
didemonstrasikan,didemonstrasikan
didenda,didenda
didengar,terdengar
didengari,didengari
didengarkan,didengarkan
didenger,didenger
didepak,didepak
didepan,didepan
didesain,didesain
didetailkan,didetailkan
dideteksi,dideteksi
didevelop,berkembang
dididik,dididik
didik,didik
didikan,didikan
didiknya,didiknya
didirikan,Didirikan
didiskusikan,didiskusikan
didokumentasikan,didokumentasikan
didominasi,didominasi
didonimasi,didonimasi
didorong,didorong
didownload,didownload
diduga,diduga
didukung,didukung
didunia,didunia
die,mati
diedit,diedit
diejek,diejek
dieksekusi,dieksekusi
dieksploitasi,dieksploitasi
dieksport,dieksport
diekspreksikan,diekspreksikan
diekspresikan,menyampaikan
diem,diem
diemban,diemban
diesel,solar
diet,diet
dievaluasi,dievaluasi
difabel,difabel
different,berbeda
differentiate,membedakan
diffision,difusi
diffusion,difusi
difitnah,difitnah
diflickerin,diflickerin
difoto,difoto
difungsikan,difungsikan
difusi,difusi
difussion,difusi
diga,diga
digabung,digabung
digabungin,digabungin
digabungkan,digabungkan
digadang,digadang
digae,digae
digaji,digaji
digambar,digambar
digambarin,digambarin
digambarkan,digambarkan
digandrungi,digandrungi
diganjari,diganjari
diganti,diganti
digantiin,digantiin
digantikan,penggantinya
digantungkan,digantungkan
digarap,digarap
digariskan,digariskan
digaskeun,digaskeun
digaungkan,digaungkan
digdaya,digdaya
digebuk,digebuk
digebyah,digebyah
digedung,digedung
digelar,digelar
digeluti,digeluti
digembar,digembar
digemparkan,digemparkan
digencarkan,digencarkan
digencot,digencot
digenerate,merosot
digerakan,digerakan
digerakin,digerakin
digerakkan,pergerakan
digerus,digerus
digesa,digesa
digeser,digeser
digested,cerna
digging,penggalian
digi,angka
digigit,pekerjaan
digimanain,digimanain
diginiin,diginiin
digit,angka
digital,digital
digitalent,digitalent
digitalisasi,digitalisasi
digitalisasinya,digitalisasinya
digitalisation,digitalisasi
digitalnya,digitalnya
digituin,digituin
digiu,digiu
dignity,harga diri
digoreng,digoreng
digosok,digosok
diguna,diguna
digunain,digunain
digunakan,digunakan
digunakannya,digunakannya
digunakn,digunakn
diguncang,diguncang
digusur,digusur
dih,dih
dihabiskan,dihabiskan
dihack,dihack
dihadapi,menghadap
dihadapkan,ditampilkan
dihadiri,menampilkan
dihadirkan,dihadirkan
dihakimi,dihakimi
dihampiri,dihampiri
dihandle,dihandle
dihanyuti,dihanyuti
dihapus,dihapus
diharap,diharap
diharapkan,diharapkan
dihargai,terhormat
dihargain,terhormatn
diharuskan,diperlukan
dihasilin,dihasilin
dihasilkan,Dihasilkan
dihebohkan,dihebohkan
dihelat,dihelat
dihentikan,dihentikan
dihighlight,dihighlight
dihimbau,dihimbau
dihina,dihina
dihindari,Dihindari
dihindarin,Tidak mungkin
dihire,dipekerjakan
dihitung,dihitung
dihoaxi,dihoaxi
dihubungi,dihubungi
dihujani,dihujani
dihujat,dihujat
dihype,dihype
diidentifikasi,diidentifikasi
diidentikkan,diidentikkan
diijuti,diijuti
diiktiraf,diiktiraf
diikuti,diikuti
diilustrasikan,diilustrasikan
diimplementasi,diimplementasi
diimplementasikan,diimplementasikan
diimplentasikan,diimplementasikan
diimut,diimut
diindikasikan,disebutkan
diingat,ingat
diingatkan,diingatkan
diinget,makan
diingetin,diingetin
diinginkan,diinginkan
diinput,di masukan
diinspirasikan,diinspirasikan
diinstal,dipasang
diinstall,instal
diintegrasikan,terlibat
diintegrate,hancur
diintergrasiin,diintergrasiin
diintergrasikan,diintergrasikan
diinternet,diinternet
diinvestigasi,diinvestigasi
diiringi,diiringi
diisi,terisi
diitung,diitung
diizinkan,.
dijabarkan,dijabarkan
dijadiin,dijadiin
dijadikan,dijadikan
dijadikn,dijadikn
dijadwalkan,dijadwalkan
dijaga,dijaga
dijahatin,dijahatin
dijahili,dijahili
dijahit,dijahit
dijajah,dijaja
dijajal,dijajal
dijalankan,dijalankan
dijalankqn,dijalankqn
dijalur,dijalur
dijaman,dijaman
dijana,dijana
dijanakan,dijanakan
dijangka,dijangka
dijangkakan,dijangkakan
dijangkau,jangkauan
dijanjikan,menjanjikan
dijauhin,dijauhin
dijauhkan,dijauhkan
dijawab,dijawab
dijawabnya,dijawabnya
dijebol,dijebol
dijejali,dijejali
dijejerkan,dijejerkan
dijelasin,dijelasin
dijelaskan,dijelaskan
dijelmakan,dijelmakan
dijerat,dijerat
dijodohkan,dijodohkan
dijual,dijual
dijualin,dijualin
dijuluki,dijuluki
dijumpai,ditemukan
dijunjung,dijunjung
dik,dik
dikabarkan,dikabarkan
dikabulkan,dikabulkan
dikaitin,dikaitin
dikaitkan,dikaitkan
dikaji,dikaji
dikalahin,dikalahin
dikalahkan,dikalahkan
dikalangan,dikalangan
dikamar,dikamar
dikarang,dikarang
dikasi,dikasi
dikasih,dikasih
dikasihin,dikasihin
dikata,dikata
dikatain,dikatain
dikatakan,dikatakan
dikategorikan,disarankan
dikawal,dikawal
dikecam,dikecam
dikecilin,dikecilin
